Latitude,Longitude
39.921803326019,-105.10591252507
39.921570879831,-105.10608552755
39.920968840154,-105.10475843431
39.919869078622,-105.10241524351
39.918339275971,-105.09908518578
39.916668353199,-105.09537205503
39.915401108323,-105.09309754178
39.914252738486,-105.09159157884
39.912532839812,-105.08975694787
39.910492557442,-105.08822431578
39.907891977007,-105.08636822714
39.904942917354,-105.08433673516
39.90494362585,-105.08433487499
39.905061832267,-105.08400181323
39.905866014634,-105.0845698259
39.906955322389,-105.08533231047
39.908048534758,-105.08609633445
39.909128389612,-105.08685309935
39.910209785681,-105.08761168917
39.911205071494,-105.08829718707
39.911801703521,-105.0887545037
39.912650840817,-105.08946925784
39.913406594452,-105.09020757186
39.913773545939,-105.09059626398
39.914573824595,-105.09152967272
39.915276967482,-105.09247840151
39.915875172236,-105.09338606931
39.916222747816,-105.09397091896
39.91665245198,-105.09476334784
39.917423124809,-105.09636548058
39.918036361719,-105.09770546861
39.918597038037,-105.09891970665
39.91969948956,-105.10132535961
39.921013237833,-105.10419082647





https://maps.co
"Created with Maps.co Map Maker"
