Latitude,Longitude
39.903105069347,-105.08263883044
39.903208463873,-105.08235652794
39.904117775422,-105.0829842502
39.905027216931,-105.08357165397
39.906045650429,-105.08434244656
39.90704309322,-105.08503375582
39.907941726677,-105.08564109417
39.90919443617,-105.08648562999
39.910068367089,-105.0870847075
39.91091507602,-105.08768237386
39.911936462969,-105.08844532796
39.912962881578,-105.08933811285
39.913513981253,-105.08988850034
39.914372413797,-105.09089307386
39.915083198036,-105.09172439352
39.915727810697,-105.09262553686
39.91641239131,-105.09375504527
39.916895217689,-105.09459565536
39.91743382444,-105.09566854764
39.917826492101,-105.09643500389
39.918571361676,-105.09805264567
39.919406248855,-105.09987475588
39.920001522185,-105.10119225834
39.919732042007,-105.10140415286
39.918773295166,-105.09929980944
39.918406059444,-105.09852024469
39.917870038608,-105.09734977059
39.917418738296,-105.09636451247
39.916866915679,-105.09516758747
39.916130739288,-105.09380541084
39.915267617113,-105.0924631893
39.914555487618,-105.0915083476
39.913592183005,-105.09040233813
39.912399219295,-105.08924189855
39.911231251567,-105.08829873834
39.910188804183,-105.08759616574
39.909116302739,-105.08684132337
39.908151271032,-105.08616234425
39.907293777408,-105.08556671657
39.906180308773,-105.0847915499
39.90471979731,-105.0837679343
39.903813442661,-105.08313614365





https://maps.co
"Created with Maps.co Map Maker"
