Latitude,Longitude
39.878945471876,-105.06580458936
39.879046329941,-105.06553703901
39.880668419429,-105.06673761177
39.881758684721,-105.06752082942
39.882938455198,-105.06836038686
39.884169268151,-105.06925834713
39.884807298682,-105.06978942451
39.885622322595,-105.07034464178
39.886701578422,-105.07115217289
39.887492396534,-105.07171763951
39.888390511463,-105.07236029941
39.889641791925,-105.07322180054
39.890831310398,-105.07405060313
39.892551753885,-105.07528441928
39.893868068757,-105.07622520164
39.895591804832,-105.0773938444
39.895850659038,-105.07760214804
39.895738507654,-105.0779622346
39.895307669124,-105.07770960648
39.894795274438,-105.07739218924
39.894090701058,-105.07693210054
39.893408257103,-105.07645675297
39.892611370942,-105.07587550435
39.891321398054,-105.07495004172
39.890428218103,-105.07424990265
39.890206725002,-105.07409850908
39.889488482264,-105.07357950163
39.888371510318,-105.07275780249
39.887820105539,-105.07234967247
39.886366526569,-105.07127823431
39.885174830168,-105.0703982797
39.884631448874,-105.06999565758
39.883757395665,-105.06934530574
39.882915632199,-105.06872682936
39.881320167815,-105.06755561013
39.880043293673,-105.06660303211





https://maps.co
"Created with Maps.co Map Maker"
