Latitude,Longitude
39.835617728959,-105.02296204183
39.835862824407,-105.02284938905
39.838048096336,-105.03074559873
39.838385862755,-105.03189626639
39.838699141357,-105.03281358188
39.839263834256,-105.03421419263
39.840308250796,-105.03627445196
39.841729109103,-105.03840553607
39.843026547828,-105.04002559031
39.843018310199,-105.04001217927
39.843019285938,-105.04002037632
39.842838057856,-105.04030737268
39.841864067568,-105.0391997862
39.841083071828,-105.03815996308
39.84047964582,-105.03723191876
39.840075377764,-105.03654419189
39.839762333718,-105.03596483475
39.839449467521,-105.03534077593
39.839093885136,-105.03454421459
39.838731407773,-105.03367786108
39.838535751583,-105.0331789702
39.83835245212,-105.03265593944
39.837781955156,-105.03072474895
39.837446684535,-105.02952528335
39.837123330587,-105.02836656905
39.836678458973,-105.02677870132
39.836214905098,-105.02512439353
39.835590816016,-105.02297717864





https://maps.co
"Created with Maps.co Map Maker"
