Latitude,Longitude
39.82771833,-104.9903506
39.82771833,-104.9908012
39.82771822,-104.9912637
39.82771822,-104.9918216
39.82772234,-104.9924331
39.8277141,-104.9928515
39.8277141,-104.9932512
39.82771607,-104.9936445
39.8277274,-104.9940535
39.82777214,-104.9945954
39.82782754,-104.9950691
39.82791097,-104.9956001
39.82805148,-104.9962423
39.82816374,-104.9967037
39.82825226,-104.9970124
39.82836259,-104.9973933
39.82845757,-104.9977212
39.82854515,-104.9980309
39.82861366,-104.9982637
39.82867957,-104.998481
39.82873725,-104.9986835
39.8288011,-104.9989101
39.8288526,-104.9990871
39.82891645,-104.9992977
39.82896117,-104.999449
39.82899927,-104.9995818
39.82906107,-104.9997856
39.82912286,-104.9999921
39.82917642,-105.0001839
39.82924439,-105.0004307
39.82931446,-105.0006592
39.82936493,-105.0008322
39.82940921,-105.0009877
39.82946483,-105.001142
39.8295122,-105.0013284
39.82957812,-105.0015376
39.82962628,-105.0016935
39.82967571,-105.0018733
39.82972407,-105.0020253
39.82976115,-105.0021447
39.8298147,-105.0023257
39.82987021,-105.0025073
39.82992171,-105.0026977
39.82999071,-105.0029539
39.83003603,-105.0031229
39.83008443,-105.0033066
39.83012666,-105.0034434
39.83018021,-105.003654
39.83022788,-105.0038053
39.83026187,-105.0039448
39.83030204,-105.0040937
39.83034735,-105.0042626
39.83038568,-105.0044
39.83042688,-105.0045596
39.83047914,-105.004748
39.8305296,-105.0049371
39.83060478,-105.0052026
39.83066267,-105.005415
39.83073992,-105.0056765
39.83082128,-105.0059688
39.83089955,-105.0062317
39.8309834,-105.0065142
39.83104931,-105.0067476
39.83112078,-105.0069632
39.83119596,-105.0072207
39.83127835,-105.0075238
39.83134941,-105.0077652
39.8314112,-105.0079771
39.83148925,-105.0082666
39.83169055,-105.0090189
39.83182752,-105.0094889
39.83189343,-105.0097628
39.83202516,-105.0102263
39.83221877,-105.0109009
39.83238374,-105.0114942
39.83247952,-105.0118067
39.83259875,-105.0122308
39.83274142,-105.0127238
39.832873,-105.0131848
39.83302808,-105.0137266
39.8331318,-105.0140701
39.83323513,-105.0144223
39.83331127,-105.0146997
39.8334184,-105.0150699
39.83360197,-105.015708
39.83371787,-105.0160965
39.8338029,-105.0164003
39.83396165,-105.0169396
39.83410482,-105.0174363
39.83421815,-105.0178419
39.83435307,-105.0182993
39.83445708,-105.0186507
39.83458731,-105.0190864
39.83474682,-105.0196357
39.83495091,-105.0203961
39.83511155,-105.0209047
39.83527575,-105.0215014
39.83546759,-105.0221394
39.835656,-105.0227535
39.83576644,-105.0231269
39.83589108,-105.0235789
39.83601466,-105.0240231
39.83616918,-105.0245089
39.83632108,-105.0250554
39.83651674,-105.0257555
39.83667084,-105.0263229
39.83681032,-105.0268264
39.83695563,-105.0273052
39.83705176,-105.0276628
39.83717742,-105.0281055
39.83730458,-105.0285554
39.837421,-105.0289632
39.83752921,-105.0293744
39.83770973,-105.0300154
39.83783331,-105.0304584
39.83799551,-105.0310036
39.83816648,-105.0316226
39.83830893,-105.0321115
39.83841603,-105.0324173
39.83855133,-105.0328369
39.83873531,-105.0333327
39.83888566,-105.0337481
39.83911633,-105.0343212
39.83935566,-105.034848
39.83953636,-105.0352516
39.83974643,-105.0356888
39.83997872,-105.0361183
39.84024233,-105.0365742
39.84051006,-105.0370409
39.84086028,-105.0376024
39.84128865,-105.0382193
39.84170878,-105.0387611
39.84203417,-105.0391957
39.84228542,-105.0394853
39.84250784,-105.0397321
39.84279204,-105.0400325
39.84312155,-105.0403758
39.84355069,-105.0408462
39.84405318,-105.0413666
39.84444034,-105.0417421
39.8449387,-105.0422463
39.84533159,-105.0426637
39.84562813,-105.0429802
39.84592468,-105.0432806
39.84636537,-105.0437044
39.84678073,-105.0441581
39.84716788,-105.0445122
39.84765386,-105.0450164
39.84824919,-105.0456451
39.84864868,-105.0460582
39.84912642,-105.0465302
39.84943943,-105.0468092
39.84978279,-105.0471715
39.85019189,-105.0475977
39.85054875,-105.0479819
39.85087616,-105.0483387
39.85116651,-105.048633
39.8514239,-105.0488744
39.85173689,-105.0491909
39.85206224,-105.049494
39.85231551,-105.0497166
39.85259082,-105.0499728
39.85299029,-105.0503242
39.85341527,-105.0506669
39.85389898,-105.0510612
39.8543529,-105.0514226
39.85476091,-105.0517279
39.85523449,-105.0520525
39.8558886,-105.0525111
39.85650077,-105.0529075
39.85705184,-105.0532642
39.85752541,-105.0535271
39.85799073,-105.0537765
39.8584914,-105.0540516
39.85895502,-105.0543031
39.85936589,-105.0544922
39.85976035,-105.0546757
39.86024138,-105.0549028
39.86069069,-105.0551184
39.86102286,-105.0552908
39.86136805,-105.0554445
39.8616786,-105.055587
39.86201481,-105.0557281
39.86228125,-105.0558322
39.86249377,-105.0559535
39.862747,-105.0560742
39.86306004,-105.0562217
39.86373366,-105.0565262
39.86405627,-105.0566936
39.86451744,-105.0569109
39.86489297,-105.0570809
39.86538255,-105.0572698
39.8659441,-105.05756
39.86652534,-105.0578265
39.86705372,-105.0580589
39.86761891,-105.0583497
39.86808211,-105.0585482
