latitude,longitude
39.892141978282275,-105.07530872036219
39.892141978282275,-105.07530872036219
39.892587271283105,-105.0756441215416
39.89281245515122,-105.07581423425935
39.8930411210848,-105.07598482920712
39.893266226303375,-105.07615366548627
39.893494398126215,-105.07632047737685
39.89372877997161,-105.07648873346857
39.89396284563865,-105.07665343829706
39.89419922706336,-105.07681333990243
39.89444333387998,-105.07697410651171
39.89469432419678,-105.07713493603141
39.894951744761606,-105.07729787451278
39.8952127888271,-105.07745975481595
39.8954711412227,-105.07761630643022
39.89572691343717,-105.07776879534727
39.895984797153865,-105.07791833481792
39.89624651952193,-105.07806646679747
39.89650915366748,-105.07821316411041
39.89677073260619,-105.07835693884603
39.897030190295915,-105.07849550020609
39.89729184466208,-105.07863638399438
39.89755426520725,-105.07877863597434
39.89781732031445,-105.0789226103296
39.898080441215235,-105.07907210018718
39.89833691955116,-105.0792248622748
39.8985952152534,-105.07938068495206
39.898854656074434,-105.07953872028855
39.899109107290776,-105.0796962023658
39.899361880037,-105.07985599595838
39.899616029535764,-105.08002029072435
39.899863619320946,-105.08018405934321
39.90010790584107,-105.0803520025804
39.90034845409513,-105.08051713753481
39.900587944903734,-105.08068591723485
39.900824333704655,-105.08085186396644
39.90106388702616,-105.08102066175223
39.901299942549244,-105.08118842732175
39.901532682040866,-105.08135338132671
39.90176336967474,-105.08151659947737
39.901994019806615,-105.08167154449616
39.902226403870756,-105.08183855730164
39.90246019826397,-105.08199997073484
39.902697564525425,-105.08216444461783
39.90293209290358,-105.08232724152552
39.903168539361246,-105.08249332974655
39.903402860923016,-105.08265840819163
39.903637689561776,-105.08282291089306
39.90387264912409,-105.08298835301271
39.90411034244059,-105.08315558121454
39.904345013048555,-105.08332184506274
39.904576070846424,-105.08348299732364
39.904809788303616,-105.08364486708025
39.90504401355041,-105.08380947273749
39.90528010334193,-105.08397242569418
39.90550998189885,-105.08413284334979
39.905734076045,-105.08429062344283
39.90595373252241,-105.08444457016547
39.90616921961126,-105.0845951251947
39.906379912339105,-105.08474236608475
39.90658805403167,-105.08488885384004
39.90679781944988,-105.08503678016054
39.90700363529379,-105.08517918274383
39.90720555612116,-105.08532114515351
39.90740419160496,-105.08546095872727
39.90760499828666,-105.08560186844596
39.90780460471855,-105.08574165088903
39.90800651195712,-105.08588211910077
39.9082114609809,-105.08602636348789
39.908417042073964,-105.08617119226055
39.908621343541604,-105.08631680524744
39.908823634602655,-105.08646939344747
39.909027609045715,-105.0866260314144
39.90923426944354,-105.08678056958125
39.909446100058766,-105.08693301273374
39.90966058379771,-105.08708715115408
39.909883440892656,-105.087246941617
39.9101144676001,-105.08740827256574
39.91035057737917,-105.08757483398557
39.910589787441914,-105.08774247786234
39.91082138469938,-105.08790459504426
39.91105236565568,-105.08806906760728
39.91128653457487,-105.08823565808038
39.91152037735607,-105.0884093563135
39.91174022254103,-105.08860027518975
39.91195085684233,-105.08877731554318
39.912184288241406,-105.08893688936494
39.91239687533091,-105.0891220929424
39.91261386149911,-105.08931113459994
39.912831704648866,-105.08950351655096
39.91304976480713,-105.08970918504093
39.913267404889986,-105.08992379372081
39.91348558827987,-105.09014693418297
39.91370536386199,-105.09037775195893
39.91392382075436,-105.09061895205637
39.91413723925802,-105.09085962902898
39.91434330352555,-105.09110657864264
39.91454378366981,-105.0913540860032
39.91474443169461,-105.09160433953346
39.914943761767326,-105.09186304525736
39.91513630454895,-105.092124779764
39.91532425773027,-105.0923872208054
39.9155056944727,-105.09265057851586
39.91568199917084,-105.09291655064187
39.91585433345552,-105.09318515714305
39.91602790404451,-105.09346395914395
39.91619935740685,-105.09374993169642
39.91636667246107,-105.09404240730301
39.91652748419413,-105.09433358238793
39.91670400427914,-105.09463308668919
39.91687127688666,-105.09493621814441
39.91698990681885,-105.09522274410283
39.91714024690791,-105.09552801768244
39.917283432609906,-105.09582947708978
39.91742035991585,-105.09612848950273
39.91755529511556,-105.09642509191066
39.91769112915023,-105.09672262775538
39.9178303539982,-105.09702388262771
39.91797340421688,-105.0973297939523
39.91811349558368,-105.09763290311126
39.91825251791772,-105.09793803416653
39.91839406915176,-105.09824716930275
39.91853781382424,-105.09855992991606
39.91868174521989,-105.09887287854015
39.91882336957177,-105.09917929702158
39.918964340500246,-105.09948544570712
39.91910680966847,-105.09979792884883
39.91924995179509,-105.10011360514996
39.91939537744455,-105.10043272017045
39.91953867081973,-105.10074707077474
39.91968174094736,-105.10105663370385
39.91982283454865,-105.10136377807711
39.91996172706168,-105.10166566147294
39.920098456640936,-105.10196447777818
39.9202356138172,-105.10226551943666
39.920374194711144,-105.10256671613016
39.92051358878318,-105.10286837817563
39.92065139177849,-105.10316902324318
39.92078731299153,-105.10346527723127
39.92092416880567,-105.10376277850776
39.921061151460556,-105.10406373802986
39.92119824877596,-105.10436374907667
39.92133447386109,-105.1046631180533
39.921470096350966,-105.10495997331172
39.921605080961875,-105.10525545618113
39.921739339480396,-105.10555033358331
39.92187456242221,-105.10584492430546
39.92200930640657,-105.10613951035174
39.92214529594093,-105.1064342271959
39.922284773475255,-105.10673604230333
